nome_canal,perfil_canal,inscritos,pais,avg_views,avg_likes,avg_comments
tseries,T-Series,229500000,India,103800.0,2800.0,158.0
setindia,SET India,147200000,India,0.0,0.0,0.0
checkgate,Cocomelon - Nursery Rhymes,146600000,,9500000.0,48300.0,0.0
MrBeast,MrBeast,117000000,United States,68500000.0,2900000.0,99900.0
PewDiePie,PewDiePie,111600000,United States,1400000.0,110700.0,7800.0
✿ Kids Diana Show,✿ Kids Diana Show,103400000,,6300000.0,20700.0,0.0
Like Nastya,Like Nastya,102400000,,4400000.0,21100.0,0.0
WWEFanNation,WWE,91800000,United States,144900.0,5100.0,207.0
Vlad and Niki,Vlad and Niki,90500000,,7000000.0,27400.0,0.0
zeemusiccompany,Zee Music Company,89700000,India,89600.0,2400.0,91.0
BLACKPINK,BLACKPINK,82800000,United States,1800000.0,297300.0,4500.0
GoldminesTelefilms,Goldmines,79500000,India,53500.0,673.0,27.0
5-Minute Crafts,5-Minute Crafts,77900000,India,236200.0,1500.0,57.0
sabtv,Sony SAB,73900000,India,45600.0,757.0,18.0
BANGTANTV,BANGTANTV,71700000,India,1700000.0,398800.0,8800.0
ibighit,HYBE LABELS,68800000,United States,2900000.0,179600.0,3900.0
KondZilla,Canal KondZilla,66300000,Brazil,39200.0,1700.0,247.0
zeetv,Zee TV,64200000,India,8900.0,80.0,2.0
filmigaane,Shemaroo Filmi Gaane,62600000,India,15200.0,172.0,7.0
SmartBooksMedia,Pinkfong Baby Shark - Kids' Songs & Stories,62300000,,350100.0,924.0,0.0
ChuChu TV Nursery Rhymes & Kids Songs,ChuChu TV Nursery Rhymes & Kids Songs,59700000,,147000.0,855.0,0.0
dudeperfect,Dude Perfect,58600000,United States,7100000.0,207600.0,6700.0
movieclips,Movieclips,58100000,United States,9200.0,142.0,13.0
colorstv,Colors TV,57600000,India,6700.0,73.0,2.0
Marshmello,Marshmello,56100000,United States,1700000.0,88500.0,4500.0
tseriesbhakti,T-Series Bhakti Sagar,56000000,India,20700.0,458.0,44.0
tipsofficial,Tips Official,55300000,India,336600.0,2300.0,84.0
BHOJPURIWAVE,Wave Music,54900000,,60100.0,1400.0,106.0
aajtak,Aaj Tak,54900000,India,3200.0,45.0,5.0
sonymusicindiaSME,Sony Music India,54600000,India,861600.0,22200.0,286.0
ReinoMariaElenaWalsh,El Reino Infantil,53500000,,43500.0,255.0,0.0
EdSheeran,Ed Sheeran,52600000,United States,222600.0,11100.0,790.0
LooLooKids,LooLoo Kids - Nursery Rhymes and Children's Songs,51200000,United States,332000.0,5500.0,0.0
taylorswift,Taylor Swift,49600000,United States,3500000.0,102100.0,1700.0
yrf,YRF,49100000,India,58900.0,3200.0,29.0
BillionSurpriseToys - English Kids Songs & Cartoon,BillionSurpriseToys - English Kids Songs & Cartoon,47900000,,191000.0,0.0,0.0
infobellshindirhymes,Infobells - Hindi,47600000,,187700.0,841.0,0.0
JuegaGerman,JuegaGerman,46600000,Mexico,874000.0,85900.0,3000.0
Badabun,Badabun,46000000,Mexico,8500.0,394.0,7.0
felipeneto,Felipe Neto,44700000,Brazil,884900.0,107000.0,1700.0
BRIGHT SIDE,BRIGHT SIDE,44200000,United States,43100.0,1100.0,77.0
vcsabiavideos,Você Sabia?,44100000,Brazil,530700.0,54000.0,874.0
sonymusicindiaVEVO,SonyMusicIndiaVEVO,43900000,India,59400.0,1500.0,51.0
KatyPerryMusic,Katy Perry,43500000,,84400.0,8200.0,871.0
getmovies,Get Movies,43200000,,69900.0,366.0,0.0
DjWalkzz,Alan Walker,42700000,United States,104500.0,9900.0,477.0
A4,A4,42500000,Russia,11200000.0,404500.0,27100.0
ShemarooEnt,Shemaroo,42300000,India,47400.0,439.0,13.0
Like Nastya Show,Like Nastya Show,41800000,,94000.0,453.0,0.0
ABSCBNOnline,ABS-CBN Entertainment,41500000,Philippines,1400.0,19.0,1.0
Voot Kids,Voot Kids,41500000,,523700.0,4800.0,0.0
speedrecordss,Speed Records,41500000,India,23500.0,1200.0,57.0
LittleBabyBum,Little Baby Bum - Nursery Rhymes & Kids Songs,40100000,,88000.0,175.0,0.0
LuisitoComunicaa,Luisito Comunica,39800000,Mexico,2700000.0,93000.0,2900.0
MashaMedvedTV,Маша и Медведь,39700000,,1600000.0,9000.0,0.0
Shakira,Shakira,39300000,United States,207000.0,9400.0,829.0
KimberlyLoaiza,Kimberly Loaiza,39000000,Mexico,11600000.0,524300.0,16900.0
venus,Ishtar Music,38700000,India,35700.0,941.0,13.0
luccasneto,LUCCAS NETO - LUCCAS TOON,38400000,Brazil,419500.0,6600.0,0.0
TheEllenShow,TheEllenShow,38300000,United States,7700.0,229.0,18.0
gr6explode,GR6 EXPLODE,38200000,Brazil,944900.0,42000.0,821.0
XXXTENTACION,XXXTENTACION,38100000,United States,812500.0,103300.0,8100.0
toysandcolors,Toys and Colors,38000000,,1000000.0,1100.0,0.0
WorkpointOfficial,WorkpointOfficial,37700000,Thailand,8400.0,116.0,5.0
MashaBearEN,Masha and The Bear,37700000,,893300.0,4200.0,0.0
ARY Digital HD,ARY Digital HD,37400000,Pakistan,12000.0,93.0,4.0
AddictedA1,CarryMinati,37300000,India,14700000.0,2700000.0,110000.0
DaddyYankeeOFFTV,Daddy Yankee,37300000,Colombia,60900.0,5100.0,97.0
shfa2 - شفا,shfa2 - شفا,37000000,,593800.0,3900.0,0.0
TEDxTalks,TEDx Talks,36800000,United States,199.5,4.0,0.0
shfa,shfa,36700000,France,2300000.0,31800.0,0.0
SuperSimpleSongs,Super Simple Songs - Kids Songs,36500000,,946900.0,2000.0,0.0
Jkk Entertainment,Jkk Entertainment,36500000,India,14500000.0,105600.0,1200.0
Mikecrack,Mikecrack,35700000,Mexico,932800.0,76600.0,1500.0
Ozuna,Ozuna,35600000,United States,24600000.0,141700.0,2400.0
Goldmines Gaane Sune Ansune,Goldmines Gaane Sune Ansune,35600000,India,31100.0,243.0,11.0
gmmonetv,ช่อง one31,35500000,Thailand,4300.0,97.0,1.0
Like Nastya ESP,Like Nastya ESP,35000000,,304500.0,1200.0,0.0
UltraHindi,Ultra Bollywood,34600000,India,70600.0,429.0,12.0
harpalgeo,HAR PAL GEO,34600000,Pakistan,10300.0,88.0,1.0
Maria Clara & JP,Maria Clara & JP,34500000,,2600000.0,13900.0,0.0
abpnewstv,ABP NEWS,34300000,India,1900.0,20.0,2.0
sonypalindia,Sony PAL,34300000,India,8900.0,108.0,8.0
TotalGaming093,Total Gaming,34100000,India,477000.0,48800.0,3000.0
YouTube,YouTube,34000000,United States,11800000.0,1200000.0,61400.0
markiplierGAME,Markiplier,34000000,United States,2600000.0,164600.0,9200.0
Ryan's World,Ryan's World,33700000,,457300.0,1900.0,0.0
vegetta777,VEGETTA777,33600000,Mexico,223400.0,22200.0,356.0
Geet MP3,Geet MP3,33400000,India,3800000.0,78000.0,7600.0
tseriesapnapunjab,T-Series Apna Punjab,33200000,India,20700.0,897.0,33.0
LaGranjaDeZenon,La Granja de Zenón,33100000,,498900.0,1900.0,0.0
NoCopyrightSounds,NoCopyrightSounds,33000000,United States,336400.0,12900.0,786.0
IndiaTV,IndiaTV,33000000,India,9500.0,167.0,10.0
SSSniperWolf,SSSniperWolf,33000000,United States,2700000.0,76700.0,4600.0
KHANDESHI MOVIES,KHANDESHI MOVIES,32799999,India,893100.0,9300.0,178.0
Ch3Thailand,Ch3Thailand,32500000,Thailand,96800.0,980.0,20.0
Vlad và Nikita,Vlad và Nikita,32100000,,1800000.0,5500.0,0.0
selenagomez,Selena Gomez,32000000,United States,1600000.0,139300.0,5800.0
tseriesoldisgold,Bollywood Classics,31900000,India,178500.0,1600.0,37.0
erosentertainment,Eros Now Music,31900000,India,21900.0,347.0,23.0
GENIAL,GENIAL,31600000,Mexico,33000.0,1100.0,37.0
PowerKidstv,PowerKids TV,31400000,India,205900.0,0.0,0.0
rajshri,Rajshri,31300000,India,24600.0,282.0,10.0
SongsOfIndianCinema,Saregama Music,31300000,India,13700.0,358.0,20.0
MrBean,Mr Bean,31200000,India,134800.0,2000.0,68.0
SMTOWN,SMTOWN,31000000,United States,359100.0,36500.0,1100.0
babybus,BabyBus - Kids Songs and Cartoons,30800000,,1000000.0,1700.0,0.0
DisneyMusicVEVO,DisneyMusicVEVO,30800000,United States,125500.0,4700.0,245.0
Ricis Official,Ricis Official,30600000,Indonesia,556700.0,24900.0,726.0
AllTrapNation,Trap Nation,30600000,United States,45000.0,1900.0,77.0
latenight,The Tonight Show Starring Jimmy Fallon,30400000,United States,126200.0,2300.0,190.0
rezendeevil,rezendeevil,30200000,Brazil,274900.0,17700.0,416.0
AttaHalilintar,AH,30100000,Indonesia,767700.0,27400.0,1900.0
Techno Gamerz,Techno Gamerz,30000000,India,6700000.0,349000.0,19800.0
WWRBhojpuri,Worldwide Records Bhojpuri,29900000,India,78700.0,2100.0,91.0
SpinninRec,Spinnin' Records,29800000,United States,33600.0,1700.0,53.0
ImagineDragons,ImagineDragons,29400000,United States,85800.0,9300.0,119.0
theofficialpeppa,Peppa Pig - Official Channel,29300000,,318800.0,1100.0,0.0
MR. INDIAN HACKER,MR. INDIAN HACKER,29100000,India,8199999.0,640400.0,25300.0
Wow Kidz,Wow Kidz,29000000,,129800.0,1300.0,0.0
UltraRecords,Ultra Records,29000000,United States,18100.0,703.0,25.0
Maluma,Maluma,29000000,Colombia,3900000.0,97100.0,3000.0
Genevieve's Playhouse - Learning Videos for Kids,Genevieve's Playhouse - Learning Videos for Kids,28900000,,3400000.0,3600.0,0.0
jacksepticeye,jacksepticeye,28800000,United States,1200000.0,68400.0,3900.0
GMANETWORK,GMANetwork,28800000,Philippines,3500.0,97.0,1.0
toyoraljanahtv,قناة طيور الجنة | toyoraljanahtv,28800000,,110600.0,0.0,0.0
DONA 도나,DONA 도나,28800000,United States,1100000.0,7600.0,183.0
Karolgmusic,KAROL G,28700000,Colombia,45900000.0,988600.0,48200.0
TalkingTomCat,Talking Tom,28600000,United States,166800.0,875.0,119.0
Little Angel: Nursery Rhymes & Kids Songs,Little Angel: Nursery Rhymes & Kids Songs,28400000,,527200.0,2000.0,0.0
zeenews,Zee News,28300000,India,6700.0,83.0,12.0
Diana and Roma ESP,Diana and Roma ESP,28100000,,1500000.0,5600.0,0.0
TheLateLateShow,The Late Late Show with James Corden,28000000,United States,43200.0,817.0,63.0
व्लाद और निकिता,व्लाद और निकिता,28000000,,218400.0,1300.0,0.0
TwiNboTzVids,Lucas and Marcus,27800000,United States,656900.0,18400.0,1100.0
TheDonato,TheDonato,27800000,Mexico,731500.0,49200.0,1000.0
infobellstamil,infobells - Tamil,27400000,,335100.0,1400.0,0.0
AboFlah,AboFlah,27200000,Iraq,2600000.0,371800.0,11100.0
adityamusic,Aditya Music,27100000,India,20100.0,371.0,20.0
taylorgangent,Wiz Khalifa,26900000,United States,1100000.0,58300.0,1800.0
Bounce Patrol - Kids Songs,Bounce Patrol - Kids Songs,26800000,,205500.0,832.0,0.0
michaeljackson,Michael Jackson,26800000,United States,115100.0,7600.0,657.0
infobellstelugu,infobells - Telugu,26600000,,70900.0,288.0,0.0
enchufetv,enchufetv,26600000,Ecuador,231900.0,14200.0,235.0
TheDiamondMinecart,DanTDM,26300000,United States,466600.0,25100.0,2500.0
toycantando,toycantando,26300000,,73200.0,679.0,0.0
Sandeep Maheshwari,Sandeep Maheshwari,26200000,India,1700000.0,111400.0,6900.0
WorldStarHipHopTV,WORLDSTARHIPHOP,26100000,United States,18500.0,551.0,39.0
jypentertainment,JYP Entertainment,25900000,United States,904200.0,110200.0,3900.0
xSkyHeLLxx,Renato Garcia,25900000,Brazil,685900.0,66000.0,1200.0
VanossGaming,VanossGaming,25800000,United States,1200000.0,54400.0,1400.0
nickelodeonjuniorfr,Nick Jr.,25800000,,73600.0,170.0,0.0
Goldmines Dishoom,Goldmines Dishoom,25800000,,25500.0,253.0,0.0
1MILLION Dance Studio,1MILLION Dance Studio,25700000,India,35700.0,2100.0,27.0
LosPolinesios,LosPolinesios,25700000,Mexico,840700.0,37700.0,1700.0
adityamovies,Aditya Movies,25600000,India,27600.0,909.0,28.0
mariliamendoncareal,Marília Mendonça,25400000,Brazil,2400000.0,51000.0,1900.0
beyonce,Beyoncé,25400000,United States,0.0,0.0,0.0
MashaOso,Masha y el Oso,25300000,,323500.0,2100.0,0.0
Raffy Tulfo in Action,Raffy Tulfo in Action,25300000,Philippines,669200.0,9700.0,1300.0
RihannaVEVO,RihannaVEVO,25300000,United States,2000000.0,101000.0,3500.0
NewOnNetflix,Netflix,25100000,United States,96400.0,1600.0,151.0
Jess No Limit,Jess No Limit,25100000,Indonesia,406600.0,10800.0,797.0
RatitasPandilleras,Las Ratitas,25000000,,318100.0,5300.0,0.0
smosh,Smosh,24900000,United States,127600.0,10400.0,334.0
WatchMojo,WatchMojo.com,24900000,United States,63000.0,2000.0,235.0
Crazy XYZ,Crazy XYZ,24700000,India,4200000.0,322400.0,11100.0
postmalone,Post Malone,24700000,United States,118300.0,11600.0,458.0
davidguettavevo,David Guetta,24700000,Brazil,81000.0,3600.0,184.0
shemaroomovies,Shemaroo Movies,24600000,India,44900.0,464.0,12.0
Rans Entertainment,Rans Entertainment,24500000,Indonesia,584200.0,19200.0,502.0
Amit Bhadana,Amit Bhadana,24400000,India,9300000.0,610300.0,137700.0
LOENENT,1theK (원더케이),24300000,Indonesia,7400.0,625.0,24.0
Chloe Ting,Chloe Ting,24300000,United States,303400.0,11500.0,439.0
TheEnaldinhO,Enaldinho,24200000,Brazil,2000000.0,59200.0,1300.0
ColdplayVEVO,Coldplay,24200000,United States,243500.0,14900.0,834.0
Diana and Roma HIN,Diana and Roma HIN,24100000,,96200.0,569.0,0.0
ChrisBrownTV,Chris Brown,24100000,United States,20400000.0,773200.0,36200.0
TRANS7indonesia,TRANS7 OFFICIAL,24000000,Indonesia,4400.0,43.0,5.0
Goldmines Bollywood,Goldmines Bollywood,23900000,India,19300.0,105.0,3.0
NinjasHyper,Ninja,23900000,United States,243500.0,11900.0,607.0
ABPLIVE,ABPLIVE,23900000,India,2200.0,47.0,1.0
JamesCharles,James Charles,23800000,United States,1000000.0,51900.0,1900.0
HumNetwork,HUM TV,23700000,Pakistan,2700.0,16.0,0.0
Logan Paul,Logan Paul,23600000,United States,4300000.0,252900.0,11500.0
Happy Lives,Happy Lives,23400000,,12800.0,37.0,0.0
EnriqueIglesiasPlay,Enrique Iglesias,23400000,United States,103800.0,4000.0,507.0
Troom Troom,Troom Troom,23300000,,178600.0,1600.0,82.0
NickyJamTV,NickyJamTV,23300000,Colombia,30800.0,2000.0,76.0
netdmuzikk,netd müzik,23300000,Turkey,8500.0,232.0,44.0
Mister Max,Mister Max,23300000,Russia,481500.0,12700.0,896.0
WB Kids,WB Kids,23200000,,61400.0,672.0,0.0
mildicasdemulher,Tina Pontes,23200000,Brazil,71200.0,872.0,0.0
JellyYT,Jelly,23100000,United States,180800.0,8900.0,1000.0
Anuel AA,Anuel AA,23100000,Colombia,2300000.0,152000.0,7500.0
SesameStreet,Sesame Street,23100000,,106600.0,280.0,0.0
The Lallantop,The Lallantop,23100000,India,24300.0,640.0,76.0
likenastyaae,Like Nastya AE,23000000,,552100.0,2700.0,0.0
Frost Diamond,Frost Diamond,23000000,Indonesia,396900.0,22100.0,837.0
MrBeast en Español,MrBeast en Español,23000000,Mexico,7200000.0,294100.0,9100.0
D Billions,D Billions,22900000,,1300000.0,987.0,0.0
onemeeeliondollars,Mark Rober,22900000,United States,5400000.0,408800.0,27600.0
VenusMovies,Venus Movies,22800000,India,58800.0,631.0,10.0
Miss Katy,Miss Katy,22700000,Russia,674800.0,14500.0,736.0
DrossRotzank,DrossRotzank,22700000,Mexico,1800000.0,146700.0,5900.0
AmericasGotTalent,America's Got Talent,22700000,United States,243000.0,4800.0,126.0
Technical Guruji,Technical Guruji,22700000,India,491100.0,30200.0,1800.0
Diana and Roma ARA,Diana and Roma ARA,22500000,,612400.0,3200.0,0.0
gmmgrammyofficial,GMM GRAMMY OFFICIAL,22500000,Thailand,4800.0,169.0,3.0
Smile Family,Smile Family,22300000,,55000.0,285.0,0.0
goldmineshindi,Goldmines Movies,22300000,India,8500.0,96.0,7.0
TED,TED,22300000,United States,20500.0,417.0,66.0
PeppaLatinoAmericano,Peppa Pig Español Latino - Canal Oficial,22300000,,285200.0,1700.0,0.0
mmoshaya,mmoshaya,22300000,Saudi Arabia,1700000.0,17600.0,775.0
WHBBP,White Hill Music,22200000,India,16000.0,829.0,41.0
WaveMusicBhojpuri,Wave Music Bhojpuri,22200000,India,7700.0,91.0,7.0
sia,Sia,22200000,United States,0.0,0.0,0.0
PenIndiaPvtLimited,Pen Movies,22100000,India,173500.0,5500.0,184.0
Brent Rivera,Brent Rivera,22100000,United States,3200000.0,194500.0,7300.0
oRugrat,FaZe Rug,22100000,United States,2600000.0,99400.0,7600.0
Paulo Londra,Paulo Londra,22100000,Argentina,1300000.0,82800.0,2300.0
starplus,StarPlus,21900000,India,26100.0,437.0,10.0
PrestonPlayz,Preston,21900000,United States,1000000.0,28400.0,1100.0
BabyBus - Canciones Infantiles & Videos para Niños,BabyBus - Canciones Infantiles & Videos para Niños,21800000,,112700.0,458.0,0.0
Juan De Dios Pantoja,Juan De Dios Pantoja,21700000,Mexico,6200000.0,355700.0,5300.0
shfa show India,shfa show India,21600000,,1100000.0,7400.0,0.0
Like Nastya PRT,Like Nastya PRT,21600000,,413000.0,1900.0,0.0
CharliesVlogs,Charlie Puth,21600000,United States,99500.0,8600.0,528.0
SSundee,SSundee,21500000,United States,1300000.0,68500.0,3600.0
★ Kids Roma Show,★ Kids Roma Show,21400000,,986000.0,3600.0,0.0
Goldmines Cineplex,Goldmines Cineplex,21400000,India,6900.0,58.0,3.0
LankyBox,LankyBox,21300000,United States,262300.0,4100.0,181.0
FGTeeV,FGTeeV,21300000,United States,608400.0,8300.0,1100.0
Tasty,Tasty,21100000,United States,60000.0,3400.0,33.0
UltraMovieParlour,Ultra Movie Parlour,20900000,India,34600.0,358.0,11.0
NationalGeographic,National Geographic,20900000,United States,30700.0,723.0,25.0
5-Minute Crafts DIY,5-Minute Crafts DIY,20900000,India,11100.0,240.0,7.0
Baim Paula,Baim Paula,20900000,Indonesia,862500.0,50700.0,11500.0
Kids TV - Nursery Rhymes And Baby Songs,Kids TV - Nursery Rhymes And Baby Songs,20900000,,23200.0,64.0,0.0
CanalCanalha,Canal Canalha,20700000,Brazil,1400000.0,160300.0,3900.0
DisneyChannelLA,Disney Latinoamérica,20700000,,19300.0,207.0,0.0
BeastReacts,Beast Reacts,20600000,United States,8199999.0,228400.0,3900.0
Brave Wilderness,Brave Wilderness,20600000,United States,287600.0,9100.0,1000.0
RotanaAudio,Rotana,20500000,Saudi Arabia,16800.0,390.0,25.0
Vlad and Niki Arabic,Vlad and Niki Arabic,20500000,,443000.0,1900.0,0.0
Zhong,Zhong,20500000,United States,1400000.0,76800.0,3600.0
Alan Becker,Alan Becker,20500000,United States,808500.0,80800.0,2800.0
JakePaulProductions,Jake Paul,20400000,United States,1300000.0,50700.0,1900.0
TheElenaYa,Diana and Roma EN,20400000,,2200000.0,5300.0,0.0
toyorbabytv,toyorbabytv,20300000,,125200.0,0.0,0.0
BuzzFeedVideo,BuzzFeedVideo,20300000,United States,26900.0,537.0,23.0
TelenovelaTelevisa,Tlnovelas,20300000,Mexico,12100.0,241.0,11.0
LazarBeam,LazarBeam,20300000,United States,1600000.0,98200.0,6900.0
gmapublicaffairs,GMA Public Affairs,20200000,Philippines,3700.0,39.0,4.0
MrVivekBindra,Dr. Vivek Bindra: Motivational Speaker,20200000,India,320800.0,20100.0,836.0
Kinder Spielzeug Kanal,Kinder Spielzeug Kanal,20200000,,67000.0,164.0,0.0
NetflixIndiaOfficial,Netflix India,20200000,India,57300.0,1400.0,89.0
AuthenticGames,AuthenticGames,20200000,Brazil,16700.0,1500.0,176.0
SlivkiChanel,SlivkiShow,20100000,Russia,2100000.0,121500.0,3500.0
Totoy kids - Português,Totoy kids - Português,20100000,,69400.0,872.0,0.0
5-Minute Crafts PLAY,5-Minute Crafts PLAY,20100000,India,29900.0,216.0,12.0
TheFineBros,REACT,20100000,United States,94100.0,4000.0,227.0
VEVO,Vevo,20100000,United States,51900.0,552.0,19.0
HaerteTest,HaerteTest,20000000,India,24600.0,122.0,14.0
pencilmation,Pencilmation,20000000,United States,101600.0,1200.0,47.0
romeo,Romeo Santos,19900000,United States,69400.0,6500.0,325.0
Mnet,Mnet K-POP,19900000,United States,45500.0,2800.0,177.0
PTXofficial,Pentatonix,19900000,United States,350500.0,18900.0,959.0
Sun TV,Sun TV,19900000,India,62500.0,1400.0,12.0
MARVEL,Marvel Entertainment,19900000,United States,142100.0,8200.0,367.0
Eva Bravo Play,Eva Bravo Play,19800000,,399800.0,2300.0,0.0
fatosdesconhecidos,Fatos Desconhecidos,19800000,Brazil,108700.0,12300.0,528.0
corbuzier,Deddy Corbuzier,19700000,Indonesia,1400000.0,30600.0,3400.0
Noor Stars,Noor Stars,19700000,Iraq,1000000.0,90900.0,5000.0
gottalentglobal,Got Talent Global,19700000,United States,43100.0,778.0,28.0
Infinite,Infinite,19700000,United States,630700.0,15400.0,695.0
Kurzgesagt,Kurzgesagt – In a Nutshell,19700000,United States,4400000.0,211800.0,6300.0
Dushyant kukreja,Dushyant kukreja,19600000,India,2100000.0,139700.0,353.0
invictorgs3,invictor,19600000,Mexico,523700.0,35900.0,794.0
gordonramsay,Gordon Ramsay,19500000,United States,96000.0,3100.0,273.0
Gusttavo Lima Oficial,Gusttavo Lima Oficial,19500000,Brazil,6500000.0,49300.0,1400.0
Vania Mania Kids,Vania Mania Kids,19500000,,787100.0,2700.0,0.0
RobinHoodGamer1,Robin Hood Gamer,19500000,Brazil,739900.0,51300.0,748.0
NBA,NBA,19500000,United States,39800.0,1500.0,59.0
TroomTroom_Es,Troom Troom Es,19400000,Mexico,67000.0,1000.0,56.0
AlejoIgoa,Alejo Igoa,19300000,Argentina,7600000.0,131100.0,17900.0
OfficialClashOfClans,Clash of Clans,19300000,United States,354600.0,29700.0,767.0
The Royalty Family,The Royalty Family,19200000,United States,3700000.0,95100.0,0.0
Kids Channel India - Hindi Rhymes and Baby Songs,Kids Channel India - Hindi Rhymes and Baby Songs,19200000,,45500.0,301.0,0.0
DLSNews,DLS News,19200000,India,64099.0,1800.0,155.0
BabyBus - Cerita & Lagu Anak-anak,BabyBus - Cerita & Lagu Anak-anak,19100000,,262400.0,816.0,0.0
AS Gaming,AS Gaming,19100000,India,454700.0,38300.0,904.0
Crafty Panda,Crafty Panda,19100000,India,50700.0,278.0,8.0
greengoldtv,Green Gold TV - Official Channel,19100000,,234300.0,1900.0,0.0
Maya and Mary,Maya and Mary,19100000,,10500.0,0.0,0.0
BritainsGotTalent09,Britain's Got Talent,19000000,United Kingdom,185000.0,633.0,34.0
TRT Originals Urdu,TRT Originals Urdu,19000000,Pakistan,220300.0,9200.0,196.0
YOLO AVENTURAS,YOLO AVENTURAS,19000000,Mexico,812500.0,73000.0,325.0
JimmyKimmelLive,Jimmy Kimmel Live,18900000,United States,207200.0,3300.0,300.0
NichLmao,NichLmao,18900000,United States,844500.0,45200.0,6700.0
sonotekvideo,Sonotek,18800000,India,28700.0,933.0,111.0
Heidi & Zidane बच्चों की कहानियाँ,Heidi & Zidane बच्चों की कहानियाँ,18700000,,24300.0,137.0,0.0
The ACE Family,The ACE Family,18700000,United States,914200.0,39000.0,3300.0
Junya Official Channel,Junya Official Channel,18700000,Japan,411600.0,1700.0,36.0
PinkPanther,Official Pink Panther,18700000,,708100.0,5400.0,0.0
CookieSwirlC,CookieSwirlC,18700000,United States,101200.0,1600.0,371.0
MiawAug,MiawAug,18700000,Indonesia,492600.0,25300.0,1400.0
Sourav Joshi Vlogs,Sourav Joshi Vlogs,18600000,India,5600000.0,469800.0,10700.0
Emiway Bantai,Emiway Bantai,18600000,India,1500000.0,174400.0,18600.0
TheWillyrex,TheWillyrex,18500000,Spain,14100.0,921.0,303.0
ElTrollino,ElTrollino,18500000,Mexico,680900.0,28000.0,212.0
Village Cooking Channel,Village Cooking Channel,18500000,India,3200000.0,146200.0,2600.0
TheOdd1sOut,TheOdd1sOut,18500000,United States,908200.0,71700.0,1000.0
HiBestMan,HiMan,18500000,Russia,924600.0,62000.0,2400.0
kbsworld,KBS WORLD TV,18500000,Indonesia,4600.0,115.0,6.0
turmadamonicaTV,Turma da Mônica,18500000,,155200.0,1000.0,0.0
Vlad and Niki IDN,Vlad and Niki IDN,18400000,,207000.0,775.0,0.0
DanielSaboya,Dan-Sa / Daniel Saboya,18400000,Brazil,35000.0,778.0,39.0
SCTVIndonesia,SCTV,18300000,Indonesia,14400.0,272.0,23.0
PDKFilms,PDK Films,18300000,United States,534800.0,17200.0,1100.0
farrukotv,Farruko,18300000,United States,4099999.0,86700.0,3400.0
Rafa & Luiz,Rafa & Luiz,18300000,Brazil,590900.0,31800.0,812.0
Unbox Therapy,Unbox Therapy,18300000,United States,1200000.0,4500.0,377.0
Vsauce,Vsauce,18200000,United States,2000000.0,177800.0,8700.0
DUDUeCAROL,DUDU e CAROL,18200000,Brazil,2100000.0,87900.0,390.0
INCRÍVEL,INCRÍVEL,18200000,,15900.0,719.0,31.0
GEN HALILINTAR,GEN HALILINTAR,18200000,Indonesia,241100.0,8000.0,197.0
etvteluguindia,etvteluguindia,18100000,India,19500.0,216.0,4.0
Like Nastya Vlog,Like Nastya Vlog,18100000,,491400.0,1300.0,0.0
Naisa Alifia Yuriza (N.A.Y),Naisa Alifia Yuriza (N.A.Y),18000000,Indonesia,169000.0,9200.0,140.0
STARVIJAY,Vijay Television,18000000,India,14300.0,244.0,8.0
dj47maryn,Marmok,18000000,Russia,3900000.0,310900.0,8200.0
rsiammusic,RsiamMusic : อาร์สยาม,18000000,Thailand,7700.0,145.0,10.0
