nome_canal,perfil_canal,inscritos,pais,avg_views,avg_likes,avg_comments
Kiddiestv Hindi - Nursery Rhymes & Kids Songs,Kiddiestv Hindi - Nursery Rhymes & Kids Songs,17900000,,12400.0,65.0,0.0
ThePoznavatel,Познаватель,17900000,Russia,1100000.0,41900.0,1800.0
rhettandlink2,Good Mythical Morning,17900000,United States,959700.0,34000.0,1400.0
Little Angel Español - Canciones Infantiles,Little Angel Español - Canciones Infantiles,17900000,,413500.0,2400.0,0.0
Matroix,Ali-A,17900000,United States,511200.0,19300.0,3000.0
TEDEducation,TED-Ed,17900000,United States,344700.0,14800.0,642.0
7clouds,7clouds,17800000,United States,156000.0,2200.0,111.0
TheGrefg,TheGrefg,17700000,Spain,1100000.0,80400.0,1400.0
SockeyeMedia,Mother Goose Club Playhouse,17700000,,8500.0,52.0,0.0
SebastianYatra,Sebastián Yatra,17700000,Colombia,14300.0,1400.0,112.0
JFlaMusic,JFlaMusic,17700000,United States,76900.0,5600.0,181.0
Masha e o Urso,Masha e o Urso,17700000,,321000.0,2100.0,0.0
aMOODIEsqueezie,SQUEEZIE,17600000,France,6100000.0,398700.0,6500.0
FactTechz,FactTechz,17600000,India,615100.0,38100.0,1400.0
SOMOY TV,SOMOY TV,17600000,Bangladesh,7500.0,145.0,15.0
SUPER SLICK SLIME SAM,SUPER SLICK SLIME SAM,17600000,Mexico,191200.0,6400.0,116.0
RobleisIUTU,RobleisIUTU,17600000,Argentina,733600.0,53900.0,1300.0
grammygoldofficia,Grammy Gold Official,17600000,Thailand,10100.0,396.0,10.0
portadosfundos,Porta dos Fundos,17500000,Brazil,799200.0,70500.0,1000.0
rkddigital,RKD Studios,17500000,India,563900.0,13000.0,173.0
Sony AATH,Sony AATH,17500000,Bangladesh,172100.0,1700.0,38.0
Stubborn Facts,Stubborn Facts,17500000,India,458800.0,6100.0,151.0
alanalan9635,Stokes Twins,17400000,United States,11900000.0,312400.0,26500.0
ArabGamesNetwork,شبكة العاب العرب | Arab Games Network,17400000,Algeria,178000.0,18800.0,806.0
iberethenorio,Manual do Mundo,17300000,Brazil,343300.0,39000.0,773.0
Dhar Mann,Dhar Mann,17300000,United States,5000000.0,82000.0,4900.0
triggeredinsaan,Triggered Insaan,17300000,India,7800000.0,665800.0,13800.0
indiancomedy,Shemaroo Comedy,17300000,India,62900.0,596.0,12.0
Willyrex,Willyrex,17200000,Mexico,76200.0,6400.0,101.0
Sidemen,Sidemen,17200000,United Kingdom,9700000.0,583700.0,17500.0
Goldmines Great Indian Comedy,Goldmines Great Indian Comedy,17200000,India,8200.0,102.0,4.0
fedevigevani,Fede Vigevani,17200000,Mexico,3000000.0,170700.0,6700.0
EeOneGuy,EeOneGuy,17100000,Russia,269200.0,9100.0,6500.0
Jane ASMR 제인,Jane ASMR 제인,17100000,Indonesia,300400.0,4700.0,265.0
musicalrmastv,الـريماس - Al-Remas,17000000,Iraq,80400.0,2500.0,235.0
IGNentertainment,IGN,17000000,United States,49000.0,1200.0,150.0
JasonDerulo,Jason Derulo,17000000,United States,54500.0,2900.0,44.0
SonyMusicSouthVEVO,SonyMusicSouthVEVO,17000000,,9500.0,147.0,5.0
aynakoitsroi,Guava Juice,17000000,United States,94800.0,2000.0,305.0
AnittaOficial,Anitta,16900000,Brazil,616500.0,44300.0,2500.0
tanboykun,tanboy kun,16900000,Indonesia,1800000.0,38900.0,1800.0
Zuni and Family,Zuni and Family,16900000,,79900.0,433.0,0.0
zbingzbing,zbing z.,16900000,Thailand,325600.0,10800.0,439.0
Smile Family Spanish,Smile Family Spanish,16800000,,381400.0,1400.0,0.0
Apple,Apple,16800000,,702600.0,20000.0,0.0
TheBrianMaps,TheBrianMaps,16800000,Russia,1300000.0,195100.0,11800.0
Tu COSMOPOLIS,Tu COSMOPOLIS,16800000,Mexico,75500.0,5900.0,481.0
Dangal TV Channel,Dangal TV Channel,16800000,India,89400.0,792.0,5.0
Katie Angel,Katie Angel,16700000,Mexico,191800.0,11400.0,1400.0
LIV Crime,LIV Crime,16700000,India,93600.0,1100.0,29.0
Prajapati News,Prajapati News,16700000,India,17800.0,1100.0,55.0
Blippi - Educational Videos for Kids,Blippi - Educational Videos for Kids,16600000,,869500.0,3000.0,0.0
jquintanac5,DeToxoMoroxo,16600000,Mexico,194300.0,14800.0,3600.0
Bizarrap,Bizarrap,16600000,Argentina,43400000.0,2600000.0,134900.0
queenofficial,Queen Official,16600000,United States,162800.0,16500.0,1100.0
IDEAS EN 5 MINUTOS,IDEAS EN 5 MINUTOS,16600000,Mexico,40100.0,270.0,7.0
News24page,News24,16500000,India,2100.0,36.0,6.0
GameTheory,The Game Theorists,16399999,United States,1900000.0,98800.0,5300.0
VICE,VICE,16399999,United States,337000.0,8000.0,1300.0
TRANSTVofficial,TRANS TV Official,16399999,Indonesia,1100.0,15.0,2.0
lescopaque,Les' Copaque Production,16399999,Indonesia,1200000.0,13900.0,241.0
Sandra Cires Art,Sandra Cires Art,16399999,Colombia,484500.0,30700.0,1600.0
ppextras,ExtraPolinesios,16399999,Mexico,51900.0,3400.0,679.0
marquesbrownlee,Marques Brownlee,16399999,United States,2600000.0,100000.0,5300.0
El Reino a Jugar,El Reino a Jugar,16399999,,73600.0,316.0,0.0
AMARINTV : อมรินทร์ทีวี,AMARINTV : อมรินทร์ทีวี,16300000,Thailand,10300.0,124.0,17.0
Jason Vlogs,Jason Vlogs,16300000,,785700.0,3000.0,0.0
Kaykai Salaider,Kaykai Salaider,16300000,Thailand,358900.0,26800.0,1100.0
And TV,And TV,16200000,India,2000.0,15.0,1.0
failarmy,FailArmy,16200000,United States,1500000.0,19800.0,1000.0
Aayu and Pihu Show,Aayu and Pihu Show,16200000,India,2900000.0,70900.0,5900.0
KSIOlajidebtHD,JJ Olatunji,16200000,United States,2300000.0,164800.0,4800.0
Zappy Toons - Hindi Nursery Rhymes and Stories,Zappy Toons - Hindi Nursery Rhymes and Stories,16200000,,51800.0,258.0,0.0
IvanaAlawi,Ivana Alawi,16200000,Philippines,2400000.0,96200.0,5700.0
boyceavenue,Boyce Avenue,16100000,Brazil,410600.0,10500.0,266.0
AlanChikinChow,Alan Chikin Chow,16100000,India,129100.0,1200.0,81.0
Like Nastya VNM,Like Nastya VNM,16000000,,310900.0,0.0,0.0
popchartbusters,Pop Chartbusters,16000000,India,6800.0,114.0,10.0
MegatoadStonie,Matt Stonie,16000000,United States,2400000.0,125900.0,1800.0
PitbullMusic,Pitbull,16000000,United States,15000.0,817.0,22.0
DopeLyrics,DopeLyrics,16000000,United States,10600.0,256.0,34.0
JenniferLopez,Jennifer Lopez,16000000,,0.0,0.0,0.0
Kids Play,Kids Play,16000000,,136900.0,611.0,0.0
FunFunMiniWorld,FunFun Toy Doll TV,16000000,United States,35700.0,508.0,0.0
Wow Kidz Action,Wow Kidz Action,15900000,,41500.0,407.0,0.0
Enes Batur,Enes Batur,15900000,Turkey,2200000.0,166900.0,8300.0
AdMe,AdMe,15800000,Russia,39300.0,1100.0,57.0
OGatoGalactico,Gato Galactico | GALÁXIA,15800000,Brazil,171800.0,8200.0,123.0
Busy Fun Ltd,Busy Fun Ltd,15800000,India,1800000.0,10000.0,327.0
movieclipsTRAILERS,Rotten Tomatoes Trailers,15800000,United States,40900.0,760.0,86.0
RCTI - LAYAR DRAMA INDONESIA,RCTI - LAYAR DRAMA INDONESIA,15800000,Indonesia,16000.0,260.0,14.0
FitDanceTV,FitDance,15800000,,32400.0,715.0,17.0
Like Nastya IDN,Like Nastya IDN,15800000,,280200.0,0.0,0.0
Dyland PROS,Dyland PROS,15700000,Indonesia,31200.0,1700.0,111.0
wifistudy,wifistudy,15700000,India,8900.0,741.0,26.0
With Kids[위드키즈],With Kids[위드키즈],15700000,United States,145500.0,0.0,0.0
laharimusic,Lahari Music | T-Series,15700000,India,7300.0,147.0,7.0
SriBalajiMovies,SriBalajiMovies,15600000,India,17300.0,123.0,2.0
Zach Choi ASMR,Zach Choi ASMR,15600000,United States,2100000.0,207000.0,830.0
SAM SMITH,SAM SMITH,15600000,United States,108300.0,6900.0,252.0
RomanAtwoodVlogs,Roman Atwood Vlogs,15600000,United States,619300.0,27600.0,1300.0
T3DDYgames,T3ddy,15600000,Brazil,504500.0,53500.0,1600.0
Vlad and Niki ESP,Vlad and Niki ESP,15500000,,1100000.0,6200.0,0.0
Fun For Kids TV - Hindi Rhymes,Fun For Kids TV - Hindi Rhymes,15500000,,0.0,0.0,0.0
gmmtv,GMMTV OFFICIAL​​,15500000,Thailand,42400.0,801.0,17.0
news18India,News18 India,15400000,India,1200.0,15.0,1.0
bbtvch7,Ch7HD,15400000,Thailand,7700.0,202.0,3.0
elcanaldePlimPlim,Plim Plim - Kids Songs & Episodes - Spanish,15400000,,461200.0,2100.0,0.0
popskids,POPS Kids,15400000,Indonesia,2800.0,20.0,0.0
LOKESH GAMER,LOKESH GAMER,15400000,India,208000.0,23900.0,864.0
Kerajinan 5-Menit,Kerajinan 5-Menit,15400000,Indonesia,15100.0,121.0,5.0
LEGO,LEGO,15300000,United States,23700.0,444.0,0.0
SelenaGomezVEVO,SelenaGomezVEVO,15300000,United States,1900000.0,149400.0,6100.0
bbchindi,BBC News Hindi,15300000,India,133400.0,0.0,258.0
ndtvindia,NDTV India,15300000,India,7400.0,164.0,24.0
La Rosa de Guadalupe,La Rosa de Guadalupe,15300000,Mexico,208800.0,1600.0,42.0
narendramodionline,NMF News,15300000,India,9300.0,190.0,19.0
hejproducao,Henrique e Juliano,15200000,Brazil,41900.0,2600.0,34.0
5-Minute Crafts FAMILY,5-Minute Crafts FAMILY,15200000,India,13000.0,128.0,5.0
Oyuncak Avı,Oyuncak Avı,15200000,,39100.0,0.0,2.0
sagawa,Sagawa /さがわ,15200000,United States,200800.0,1300.0,36.0
newvolgavideo,Volga Video,15200000,India,3200.0,27.0,1.0
mkmusicnews,MK MUSIC,15200000,Brazil,19800.0,1800.0,35.0
TheRichest,TheRichest,15200000,United States,11400.0,419.0,55.0
Super Senya,Super Senya,15200000,,65000.0,374.0,0.0
TalkingFriends,Talking Tom & Friends,15200000,United States,191100.0,1700.0,0.0
حِرف إبداعية في 5 دقائق,حِرف إبداعية في 5 دقائق,15200000,Egypt,31500.0,244.0,9.0
thairathonline,Thairath Online,15100000,Thailand,10600.0,139.0,20.0
Makiman131,Makiman131,15100000,Spain,409000.0,35700.0,744.0
LinusTechTips,Linus Tech Tips,15100000,United States,1500000.0,60200.0,3300.0
nianaguerrero,Niana Guerrero,15000000,Philippines,473800.0,19000.0,779.0
mariale,Mariale,15000000,Mexico,155700.0,3800.0,183.0
ranziscool,Ranz Kyle,15000000,Philippines,520799.0,14900.0,311.0
pognalishow,Дима Масленников,15000000,Russia,4800000.0,408600.0,18500.0
TWICE,TWICE,15000000,Philippines,545500.0,64900.0,843.0
RiotGamesInc,League of Legends,15000000,United States,1400000.0,48200.0,3400.0
TeamFilmsBhojpuri,Team Films Bhojpuri,15000000,India,12900.0,300.0,50.0
BollywoodClassics,Bollywood Classics,15000000,India,22400.0,165.0,7.0
ChallengeAcceptedInc,Aphmau,14900000,United States,2100000.0,50400.0,3600.0
Zach King,Zach King,14900000,United States,2600000.0,20600.0,951.0
Dave and Ava - Nursery Rhymes and Baby Songs,Dave and Ava - Nursery Rhymes and Baby Songs,14900000,,169100.0,523.0,0.0
PragatiVermaaShorts,Pragati Verma Shorts,14900000,India,2600000.0,213900.0,670.0
Daftar Populer,Daftar Populer,14900000,Indonesia,51000.0,1200.0,113.0
CraftBattleDuty,Lachlan,14900000,United States,535300.0,18700.0,749.0
Unspeakable,Unspeakable,14900000,United States,2800000.0,41100.0,3800.0
zncoficial,Zé Neto e Cristiano,14800000,Brazil,18900.0,1600.0,21.0
ERB,ERB,14800000,United States,2400000.0,167200.0,20900.0
kwebbelkop,Kwebbelkop,14800000,United States,68300.0,1600.0,188.0
MobileLegends5v5MOBA,Mobile Legends: Bang Bang Official,14800000,Indonesia,269900.0,4000.0,369.0
Arif muhammad,Arif muhammad,14800000,Indonesia,2600000.0,53700.0,1600.0
Johny FamilyShow,Johny FamilyShow,14800000,,50000.0,128.0,0.0
Totoy kids - Español,Totoy kids - Español,14800000,,50400.0,1300.0,0.0
jemproducoes,Jorge & Mateus Oficial,14800000,Brazil,16600.0,921.0,34.0
iTownGamePlay,iTownGamePlay *Terror&Diversión*,14800000,Mexico,65800.0,4400.0,178.0
It's Mamix,It's Mamix,14800000,Russia,3900000.0,230100.0,8600.0
majorlazer,Major Lazer Official,14800000,United States,13300.0,574.0,13.0
Planeta das Gêmeas,Planeta das Gêmeas,14700000,,281400.0,11800.0,30.0
MSA previously My Story Animated,MSA previously My Story Animated,14700000,United States,6400000.0,164100.0,5000.0
BlippiEspanol,Blippi Español,14700000,,368600.0,1000.0,0.0
LEGENDA FUNK,LEGENDA FUNK,14700000,Brazil,7700.0,273.0,7.0
XpressTV,XpressTV,14700000,Mexico,1200000.0,35800.0,405.0
حقائق وأسرار,حقائق وأسرار,14700000,Egypt,32800.0,1100.0,69.0
IDEIAS INCRÍVEIS,IDEIAS INCRÍVEIS,14600000,Brazil,11500.0,182.0,5.0
FueledByRamen,Fueled By Ramen,14600000,United States,82400.0,1800.0,119.0
Taarak Mehta Ka Ooltah Chashmah,Taarak Mehta Ka Ooltah Chashmah,14600000,India,161800.0,2900.0,48.0
MattyBRaps,MattyBRaps,14600000,United States,27500.0,735.0,0.0
collegehumor,CollegeHumor,14600000,United States,251100.0,17200.0,600.0
IISuperwomanII,Lilly Singh,14600000,United States,43000.0,2400.0,71.0
zeefilmimusic,Zee Music Classic,14600000,India,3500.0,55.0,2.0
PlayStation,PlayStation,14600000,United States,33300.0,1200.0,112.0
CNN,CNN,14600000,United States,259500.0,3600.0,1800.0
UFC,UFC - Ultimate Fighting Championship,14600000,United States,63200.0,1400.0,239.0
Genierock,Genierock,14600000,Thailand,327600.0,8300.0,315.0
Canal Nostalgia,Canal Nostalgia,14600000,,44900.0,6100.0,155.0
Drawblogs,Drawblogs,14500000,Mexico,15000.0,793.0,59.0
TheABSCBNNews,ABS-CBN News,14500000,Philippines,2700.0,24.0,4.0
Ajay Sharma,Ajay Sharma,14500000,India,409800.0,30700.0,56.0
Gyan Gamingㅤ,Gyan Gamingㅤ,14500000,India,103300.0,11100.0,424.0
Daily Dose Of Internet,Daily Dose Of Internet,14500000,United States,4400000.0,222900.0,6500.0
انصالة فاميلي I أنس و أصالة,انصالة فاميلي I أنس و أصالة,14400000,Egypt,2200000.0,135400.0,3500.0
Boram Tube ToysReview [보람튜브 토이리뷰],Boram Tube ToysReview [보람튜브 토이리뷰],14400000,,43900.0,228.0,0.0
Super Polina,Super Polina,14400000,Russia,3700.0,28.0,0.0
chadwildclay,Chad Wild Clay,14400000,United States,1100000.0,24800.0,4400.0
MartinGarrix,Martin Garrix,14400000,United States,35200.0,3300.0,73.0
MY FAMILY,MY FAMILY,14400000,India,615800.0,3500.0,74.0
Kuplinov ► Play,Kuplinov ► Play,14400000,Russia,1900000.0,118900.0,2600.0
O Canal do Joãozinho - Little Angel Português,O Canal do Joãozinho - Little Angel Português,14400000,,514700.0,2900.0,0.0
CH8vdo,ช่อง8 : Thai Ch8,14400000,Thailand,974.5,9.0,0.0
A2 Motivation by Arvind Arora,A2 Motivation by Arvind Arora,14400000,India,54600.0,8000.0,106.0
EdisonPts,EdisonPts,14300000,Russia,2000000.0,126900.0,5300.0
Hongyu ASMR 홍유,Hongyu ASMR 홍유,14300000,United States,700700.0,10400.0,283.0
TroomTroomRu,Трум Трум,14200000,,179800.0,2000.0,178.0
fcbarcelona,FC Barcelona,14200000,United States,103300.0,7700.0,243.0
inventonahoratv,Invento na Hora,14200000,Brazil,827200.0,111500.0,1700.0
DM - Desi Melodies,DM - Desi Melodies,14200000,India,54200.0,2300.0,108.0
camilaloures,Camila Loures,14200000,Brazil,186400.0,17000.0,297.0
Vlad and Niki ARA,Vlad and Niki ARA,14200000,,82200.0,858.0,0.0
SrtaLynaV,Lyna,14200000,Mexico,401000.0,17700.0,1100.0
crashcourse,CrashCourse,14200000,United States,40800.0,2400.0,165.0
OfficialTrapCity,Trap City,14200000,United States,22600.0,1200.0,46.0
MazhavilManorama,Mazhavil Manorama,14200000,India,26200.0,299.0,8.0
MasterskayaNastroeny,Мастерская Настроения,14200000,Russia,294000.0,6500.0,143.0
Doc Tops,Doc Tops,14200000,Mexico,403000.0,22900.0,448.0
whoisjimmy,How Ridiculous,14200000,United States,359100.0,13800.0,89.0
#Refugio Mental,#Refugio Mental,14200000,Argentina,226600.0,3600.0,51.0
5-Minute Crafts Recycle,5-Minute Crafts Recycle,14100000,India,36000.0,225.0,7.0
MNCTVOfficial,MNCTV OFFICIAL,14100000,Indonesia,2300.0,46.0,3.0
Dear Sir,Dear Sir,14100000,India,116600.0,8400.0,722.0
mispastelitosyoutub,Mis Pastelitos,14100000,Mexico,331300.0,14400.0,920.0
Auron,Auron,14000000,Mexico,1400000.0,86200.0,1400.0
bomberball,Bie The Ska,14000000,Thailand,310700.0,11000.0,468.0
AM3NlC,AM3NlC,14000000,Brazil,228300.0,26600.0,354.0
F2Freestylers,F2Freestylers - Ultimate Soccer Skills Channel,14000000,United Kingdom,408500.0,17500.0,381.0
NikkieTutorials,NikkieTutorials,14000000,United States,353800.0,20500.0,491.0
RosannaPansino,Rosanna Pansino,14000000,United States,81600.0,5700.0,67.0
Aadishakti Films,Aadishakti Films,14000000,,16300.0,565.0,82.0
dangmattsmith,DangMattSmith,14000000,,186500.0,6800.0,771.0
gmmchannel,GMM25Thailand,13900000,Thailand,1300.0,17.0,1.0
ABCNews,ABC News,13900000,United States,9200.0,84.0,87.0
Zig & Sharko,Zig & Sharko,13900000,,248600.0,1500.0,0.0
The MriDul,The MriDul,13900000,India,8500000.0,275300.0,13800.0
Yoeslan,Yoeslan,13900000,India,662400.0,12900.0,37.0
SRKASSAMESE,SRK MUSIC,13900000,India,120400.0,4400.0,140.0
GLENTYOUTUBE,ГЛЕНТ,13900000,Russia,1900000.0,144300.0,5300.0
vetealaversha,Darkar Company Studios,13900000,Mexico,86500.0,7200.0,223.0
NOBRU,NOBRU,13800000,Brazil,101800.0,9800.0,373.0
katakit_baby,Katakit Baby TV,13800000,Saudi Arabia,110400.0,1100.0,0.0
TazerCraft,TazerCraft,13800000,Brazil,211100.0,15900.0,859.0
MAIKI021,MAIKI021,13800000,Brazil,17800.0,2400.0,70.0
telemundotv,Telemundo,13800000,Argentina,7700.0,346.0,13.0
Like Nastya Stories,Like Nastya Stories,13800000,,131300.0,698.0,0.0
Wish 107.5,Wish 107.5,13700000,Philippines,66000.0,1700.0,223.0
ZEE5,ZEE5,13700000,India,344.0,2.0,0.0
Bispo Bruno Leonardo,Bispo Bruno Leonardo,13700000,Brazil,707200.0,232000.0,184800.0
WWWengie,Wengie,13700000,United States,0.0,0.0,0.0
Coke Studio,Coke Studio,13700000,Pakistan,44700.0,1300.0,74.0
hamaarbhojpuri,T-Series Hamaar Bhojpuri,13700000,India,11800.0,311.0,33.0
bandagarotasafada,Wesley Safadão,13700000,Brazil,949500.0,13000.0,270.0
boplayhard,PlayHard,13700000,Brazil,90200.0,7700.0,78.0
KompasTVNews,KOMPASTV,13600000,Indonesia,4500.0,44.0,13.0
Infobells Bangla,Infobells Bangla,13600000,,42300.0,162.0,0.0
Narins Beauty,Narins Beauty,13600000,Iraq,1900000.0,132000.0,10300.0
TV Ana Emilia,TV Ana Emilia,13600000,Mexico,187200.0,9100.0,337.0
jordanmatter,Jordan Matter,13600000,United States,4900000.0,80800.0,7800.0
OReinho,O Reino Infantil,13600000,,30100.0,239.0,0.0
FAPtivi,FAPTV,13600000,United States,2400000.0,41800.0,719.0
PrestonPlayz,PrestonPlayz,13600000,United States,1700000.0,41900.0,1700.0
lindseystomp,Lindsey Stirling,13500000,United States,373600.0,21500.0,1100.0
The World Adventures हिन्दी,The World Adventures हिन्दी,13500000,,9500.0,628.0,28.0
123 GO! Spanish,123 GO! Spanish,13500000,Mexico,212900.0,1900.0,55.0
bbcnews,BBC News,13500000,United States,120200.0,1700.0,891.0
disneyjunior,Disney Junior,13500000,,78200.0,238.0,0.0
Online Job,Online Job,13500000,India,5100.0,154.0,30.0
ETV Jabardasth,ETV Jabardasth,13500000,India,86200.0,1300.0,21.0
MyMissAnand,MyMissAnand,13400000,India,1200000.0,25800.0,0.0
AzzyLand,AzzyLand,13400000,United States,58300.0,4000.0,654.0
Ben Azelart,Ben Azelart,13400000,United States,4700000.0,118200.0,8400.0
Sony Music South,Sony Music South,13400000,India,17800.0,395.0,20.0
PowerfulJRE,PowerfulJRE,13400000,United States,1200000.0,22000.0,4800.0
iloveindianmakeup,Anaysa,13300000,India,935200.0,25700.0,560.0
H2ODelirious,H2ODelirious,13300000,United States,81400.0,4400.0,237.0
Desi Gamers,Desi Gamers,13300000,India,518900.0,76000.0,2300.0
Juliana Baltar,Juliana Baltar,13300000,Brazil,288400.0,12700.0,443.0
Zeinab Harake,Zeinab Harake,13300000,Philippines,1500000.0,80300.0,1300.0
StudyIQ IAS,StudyIQ IAS,13300000,India,13300.0,608.0,17.0
Narendra Modi,Narendra Modi,13300000,India,13600.0,783.0,64.0
TheQ_original,The Q,13200000,United States,243200.0,7700.0,446.0
theRadBrad,theRadBrad,13200000,United States,129000.0,7700.0,781.0
PozzitifonShow,Поззи,13200000,Russia,602700.0,22300.0,1500.0
skillzaisherebooya,Conor Maynard,13200000,United States,594100.0,30700.0,1200.0
NishaMadhulika,NishaMadhulika,13200000,India,210200.0,4000.0,621.0
LeoNata Family,LeoNata Family,13200000,United States,46200.0,226.0,8.0
tseriesregional,T-Series Regional,13200000,India,3900.0,68.0,8.0
The LaBrant Fam,The LaBrant Fam,13200000,United States,814700.0,25200.0,0.0
SaturdayNightLive,Saturday Night Live,13200000,United States,115500.0,4200.0,165.0
rebeccazamolo1,Rebecca Zamolo,13100000,United States,3000000.0,53100.0,3800.0
Alex Gonzaga Official,Alex Gonzaga Official,13100000,Philippines,2100000.0,64500.0,2300.0
jazzghost1,Jazzghost,13100000,Brazil,965400.0,55200.0,3000.0
djzoi0,Everson Zoio,13100000,Brazil,220700.0,29100.0,2500.0
zeetvtelugu,Zee Telugu,13000000,India,9000.0,124.0,2.0
أترو/Atro,أترو/Atro,13000000,Iraq,355500.0,56000.0,5200.0
BBC,BBC,13000000,United Kingdom,27200.0,685.0,22.0
MattSDance,Matt Steffanina,13000000,United States,99700.0,4700.0,96.0
JDCav24,ATHLEAN-X™,13000000,United States,210300.0,11400.0,1100.0
ماشا و الدب,ماشا و الدب,13000000,,683300.0,5800.0,0.0
typicalgamer,Typical Gamer,13000000,United States,275000.0,9200.0,396.0
redetv,RedeTV,13000000,Brazil,2000.0,54.0,2.0
Lady Diana,Lady Diana,13000000,Russia,2000000.0,55500.0,2400.0
Crescendo com Luluca,Crescendo com Luluca,13000000,Brazil,508700.0,31500.0,2300.0
O Que Não Dizer Oficial,O Que Não Dizer Oficial,13000000,Brazil,49200.0,5200.0,33.0
VexTrex,VexTrex,13000000,,60000.0,0.0,0.0
einerdtv,Ei Nerd,13000000,Brazil,286900.0,42300.0,1200.0
MstrJames,Hacksmith,12900000,United States,0.0,0.0,0.0
JOJO TV - Hindi Stories,JOJO TV - Hindi Stories,12900000,India,48100.0,306.0,0.0
karameeshchannel,karameeshchannel,12900000,Jordan,259100.0,1500.0,0.0
Brawl Stars,Brawl Stars,12900000,United States,15000000.0,422400.0,55100.0
JamunaTVbd,Jamuna TV,12900000,Bangladesh,21600.0,627.0,43.0
MrSuicideSheep,MrSuicideSheep,12900000,United States,55900.0,2600.0,59.0
Meghan Trainor,Meghan Trainor,12900000,United States,2100000.0,102000.0,550.0
Danny Fitt,Danny Fitt,12900000,Mexico,552000.0,16100.0,1400.0
DJ Khaled,DJ Khaled,12900000,United States,112200.0,7600.0,0.0
thinkmusicindia,Think Music India,12900000,India,243900.0,2000.0,48.0
BUDI01 GAMING,BUDI01 GAMING,12800000,Indonesia,272200.0,17700.0,2800.0
ComePlayWithMe,Come Play With Me,12800000,,1200000.0,0.0,0.0
MusicTalentNow,Top Viral Talent,12800000,United States,18900.0,322.0,10.0
GoldClassics,Goldmines Premiere,12800000,,17500.0,201.0,0.0
#Refúgio Mental,#Refúgio Mental,12800000,Brazil,142100.0,4900.0,52.0
gymvirtual,gymvirtual,12800000,Mexico,87000.0,3400.0,54.0
storybots,Netflix Jr.,12800000,,16800.0,105.0,0.0
zeebangla,Zee Bangla,12800000,India,5100.0,56.0,0.0
awakeningrecords,Awakening Music,12800000,Indonesia,14200.0,1500.0,45.0
BIBO와 장난감,BIBO와 장난감,12800000,,33300.0,0.0,0.0
KabitasKitchen,Kabita's Kitchen,12700000,India,152400.0,3200.0,353.0
sonyliv,Sony LIV,12700000,India,43800.0,181.0,7.0
Knowledge Tv हिन्दी,Knowledge Tv हिन्दी,12700000,India,43600.0,1600.0,63.0
Mythpat,Mythpat,12700000,India,2100000.0,187100.0,7600.0
PeppaPigPortuguesOficial,Peppa Pig em Português Brasil - Canal Oficial,12700000,,170900.0,1200.0,0.0
Health Time,Health Time,12700000,India,4900.0,191.0,8.0
Blockbuster Movies,Blockbuster Movies,12700000,India,29300.0,272.0,7.0
JesseAndMike,JesseAndMike,12700000,United States,173900.0,1500.0,521.0
DeGoBooM,DeGoBooM,12700000,Mexico,380000.0,12200.0,367.0
Blossom,Blossom,12700000,United States,12700.0,214.0,9.0
My Mate Nate,My Mate Nate,12700000,Thailand,1100000.0,43400.0,891.0
Mrwhosetheboss,Mrwhosetheboss,12600000,United States,3400000.0,152800.0,8500.0
gmanews,GMA News,12600000,Philippines,2500.0,27.0,5.0
Codiscos,Codiscos,12600000,,20800.0,189.0,9.0
kidstvindia,Kids TV India Hindi Nursery Rhymes,12600000,,112100.0,604.0,0.0
Melon City Show - برنامج ولاية بطيخ,Melon City Show - برنامج ولاية بطيخ,12600000,Iraq,217600.0,13700.0,183.0
RS1313Shorts,RS 1313 SHORTS,12600000,India,3800.0,50.0,6.0
AdexeOficial,Adexe & Nau,12600000,Mexico,23300.0,2400.0,147.0
TheDodoSite,The Dodo,12600000,United States,256200.0,13500.0,608.0
1032010814,TKOR,12600000,United States,40400.0,1200.0,74.0
Trakin Tech,Trakin Tech,12600000,India,325500.0,22700.0,1400.0
FIFATV,FIFA,12600000,United States,21200.0,1000.0,45.0
